date,year,month,day,hour,load,wind_gen,solar_gen,co2
1/1/2021,2021,1,1,0,44084,13924,0,19333
1/1/2021,2021,1,1,1,43445,14046,0,18727
1/1/2021,2021,1,1,2,43129,14473,0,18377
1/1/2021,2021,1,1,3,42988,14060,0,18444
1/1/2021,2021,1,1,4,43189,12590,0,19144
1/1/2021,2021,1,1,5,43592,12013,0,20425
1/1/2021,2021,1,1,6,44627,10952,0,21206
1/1/2021,2021,1,1,7,45580,10690,0,22088
1/1/2021,2021,1,1,8,45974,9959,60,22578
1/1/2021,2021,1,1,9,45905,9693,1310,21718
1/1/2021,2021,1,1,10,45775,10486,2327,20387
1/1/2021,2021,1,1,11,45351,11152,2775,19725
1/1/2021,2021,1,1,12,44659,10736,2780,19543
1/1/2021,2021,1,1,13,43720,9225,2879,19565
1/1/2021,2021,1,1,14,42760,8112,2496,20096
1/1/2021,2021,1,1,15,42103,6516,2579,21105
1/1/2021,2021,1,1,16,41949,5033,2450,23740
1/1/2021,2021,1,1,17,43086,3587,834,26637
1/1/2021,2021,1,1,18,45737,3310,0,27662
1/1/2021,2021,1,1,19,46388,3711,0,27307
1/1/2021,2021,1,1,20,46021,3466,0,26982
1/1/2021,2021,1,1,21,45707,3722,0,26724
1/1/2021,2021,1,1,22,44989,3585,0,25844
1/1/2021,2021,1,1,23,43594,4639,0,24789
1/1/2022,2022,1,1,0,38124,12067,0,18261
1/1/2022,2022,1,1,1,37122,12884,0,17226
1/1/2022,2022,1,1,2,35936,14366,0,15582
1/1/2022,2022,1,1,3,35132,16463,0,13616
1/1/2022,2022,1,1,4,34602,18337,0,12451
1/1/2022,2022,1,1,5,34450,18162,0,12668
1/1/2022,2022,1,1,6,34571,18538,0,12908
1/1/2022,2022,1,1,7,34634,18307,7,12892
1/1/2022,2022,1,1,8,35603,17299,1343,13080
1/1/2022,2022,1,1,9,37914,16916,3458,13548
1/1/2022,2022,1,1,10,39986,17691,3243,14402
1/1/2022,2022,1,1,11,41833,17781,2691,16150
1/1/2022,2022,1,1,12,43161,16339,3589,17416
1/1/2022,2022,1,1,13,44005,14858,4741,18109
1/1/2022,2022,1,1,14,44248,14037,5070,18467
1/1/2022,2022,1,1,15,44207,14345,4631,18406
1/1/2022,2022,1,1,16,44336,16891,2012,18286
1/1/2022,2022,1,1,17,44981,18793,231,18439
1/1/2022,2022,1,1,18,46107,19858,0,18805
1/1/2022,2022,1,1,19,45944,20442,0,18028
1/1/2022,2022,1,1,20,45758,20859,0,17481
1/1/2022,2022,1,1,21,45518,21379,0,16700
1/1/2022,2022,1,1,22,44806,21760,0,16052
1/1/2023,2023,1,1,0,35829,21753,0,10961
1/1/2023,2023,1,1,1,35245,21570,0,10752
1/1/2023,2023,1,1,2,34599,21036,0,10794
1/1/2023,2023,1,1,3,34227,20595,0,10851
1/1/2023,2023,1,1,4,34093,20387,0,10876
1/1/2023,2023,1,1,5,34256,20057,0,10968
1/1/2023,2023,1,1,6,34747,19481,0,11602
1/1/2023,2023,1,1,7,35260,17942,41,12708
1/1/2023,2023,1,1,8,35986,16437,1251,13420
1/1/2023,2023,1,1,9,36670,13976,4559,13622
1/1/2023,2023,1,1,10,36898,10277,6094,15015
1/1/2023,2023,1,1,11,37254,9406,6107,15792
1/1/2023,2023,1,1,12,37761,9701,6355,15923
1/1/2023,2023,1,1,13,38076,8285,6433,16604
1/1/2023,2023,1,1,14,38768,7609,6460,17223
1/1/2023,2023,1,1,15,39557,8444,5359,17508
1/1/2023,2023,1,1,16,39785,9372,2615,18454
1/1/2023,2023,1,1,17,40468,10977,325,18987
1/1/2023,2023,1,1,18,41843,16129,0,17165
1/1/2023,2023,1,1,19,41403,20218,0,14886
1/1/2023,2023,1,1,20,40940,21557,0,14323
1/1/2023,2023,1,1,21,40171,22515,0,13504
1/1/2023,2023,1,1,22,39040,23885,0,12473
1/1/2023,2023,1,1,23,36650,22017,0,11714
1/1/2024,2024,1,1,0,41370,14826,0,17810
1/1/2024,2024,1,1,1,41631,13892,0,18195
1/1/2024,2024,1,1,2,41567,12973,0,18534
1/1/2024,2024,1,1,3,41536,11974,0,18987
1/1/2024,2024,1,1,4,42224,10799,0,20239
1/1/2024,2024,1,1,5,43240,8720,0,22451
1/1/2024,2024,1,1,6,44552,6656,0,24267
1/1/2024,2024,1,1,7,45323,5164,84,25490
1/1/2024,2024,1,1,8,46180,3316,3023,25294
1/1/2024,2024,1,1,9,46495,2016,7917,23400
1/1/2024,2024,1,1,10,46710,1540,9498,23207
1/1/2024,2024,1,1,11,46344,1801,10137,22198
1/1/2024,2024,1,1,12,45615,2002,10429,21003
1/1/2024,2024,1,1,13,44594,2056,10831,19386
1/1/2024,2024,1,1,14,44133,2198,11222,18385
1/1/2024,2024,1,1,15,44005,2717,11241,17835
1/1/2024,2024,1,1,16,44379,3390,7289,20158
1/1/2024,2024,1,1,17,46886,5076,927,24418
1/1/2024,2024,1,1,18,49044,6688,0,25351
1/1/2024,2024,1,1,19,49254,7502,0,25486
1/1/2024,2024,1,1,20,49452,7942,0,25264
1/1/2024,2024,1,1,21,49015,8100,0,24861
1/1/2024,2024,1,1,22,48130,8525,0,24164
1/1/2024,2024,1,1,23,41681,15869,0,22895
1/10/2021,2021,1,10,0,40929,11565,0,21457
1/10/2021,2021,1,10,1,40216,10110,0,20849
1/10/2021,2021,1,10,2,39659,11306,0,19734
1/10/2021,2021,1,10,3,39396,11449,0,20065
1/10/2021,2021,1,10,4,39506,11242,0,20634
1/10/2021,2021,1,10,5,40002,10583,0,22072
1/10/2021,2021,1,10,6,41129,9660,0,23035
1/10/2021,2021,1,10,7,42697,8293,0,24428
1/10/2021,2021,1,10,8,44431,8182,4,25868
1/10/2021,2021,1,10,9,46686,8008,100,26670
1/10/2021,2021,1,10,10,48773,8372,324,27151
1/10/2021,2021,1,10,11,50173,9212,623,27557
1/10/2021,2021,1,10,12,51538,9191,683,27859
1/10/2021,2021,1,10,13,52320,8755,753,27899
1/10/2021,2021,1,10,14,52321,8436,942,27943
1/10/2021,2021,1,10,15,52426,8522,878,28286
1/10/2021,2021,1,10,16,52499,8150,663,28677
1/10/2021,2021,1,10,17,53333,7855,301,29213
1/10/2021,2021,1,10,18,55206,7974,5,29885
1/10/2021,2021,1,10,19,55244,7754,0,29924
1/10/2021,2021,1,10,20,54639,7982,0,29311
1/10/2021,2021,1,10,21,53154,8237,0,28284
1/10/2021,2021,1,10,22,51160,7770,0,27490
1/10/2021,2021,1,10,23,49021,7414,0,26620
1/10/2022,2022,1,10,0,39499,14762,0,18985
1/10/2022,2022,1,10,1,39198,14378,0,19095
1/10/2022,2022,1,10,2,39391,14042,0,19361
1/10/2022,2022,1,10,3,39932,13754,0,20017
1/10/2022,2022,1,10,4,41281,11788,0,21350
1/10/2022,2022,1,10,5,44192,11332,0,23070
1/10/2022,2022,1,10,6,48469,11091,0,24844
1/10/2022,2022,1,10,7,51015,9452,32,27060
1/10/2022,2022,1,10,8,51100,7907,1060,26950
1/10/2022,2022,1,10,9,49914,6390,3011,26418
1/10/2022,2022,1,10,10,48423,5433,3732,25936
1/10/2022,2022,1,10,11,46700,4814,4581,25127
1/10/2022,2022,1,10,12,45106,4086,4635,24653
1/10/2022,2022,1,10,13,43844,3902,4683,24047
1/10/2022,2022,1,10,14,42628,3880,4835,23140
1/10/2022,2022,1,10,15,41986,3662,3865,23351
1/10/2022,2022,1,10,16,42593,3133,2649,24250
1/10/2022,2022,1,10,17,44778,2771,402,26003
1/10/2022,2022,1,10,18,47515,3287,0,27252
1/10/2022,2022,1,10,19,47867,4591,0,26540
1/10/2022,2022,1,10,20,47796,5271,0,25935
1/10/2022,2022,1,10,21,46937,5894,0,25005
1/10/2022,2022,1,10,22,45136,6268,0,23733
1/10/2022,2022,1,10,23,40599,15351,0,22188
1/10/2023,2023,1,10,0,36165,16805,0,13274
1/10/2023,2023,1,10,1,35554,18356,0,12275
1/10/2023,2023,1,10,2,35234,18705,0,12123
1/10/2023,2023,1,10,3,35382,18997,0,12305
1/10/2023,2023,1,10,4,36267,19807,0,12437
1/10/2023,2023,1,10,5,38315,19910,0,13526
1/10/2023,2023,1,10,6,41601,20358,0,14727
1/10/2023,2023,1,10,7,42987,20167,38,15315
1/10/2023,2023,1,10,8,42719,19123,1986,14948
1/10/2023,2023,1,10,9,42233,16451,5219,14349
1/10/2023,2023,1,10,10,41883,15097,7375,14210
1/10/2023,2023,1,10,11,41791,15559,7701,13647
1/10/2023,2023,1,10,12,42043,16957,6464,13536
1/10/2023,2023,1,10,13,42813,18035,5719,13743
1/10/2023,2023,1,10,14,43385,18260,5512,14236
1/10/2023,2023,1,10,15,44020,17741,5442,14894
1/10/2023,2023,1,10,16,44360,16942,4302,15421
1/10/2023,2023,1,10,17,44246,15649,804,17445
1/10/2023,2023,1,10,18,44845,17984,0,17038
1/10/2023,2023,1,10,19,44613,21170,0,15377
1/10/2023,2023,1,10,20,43572,22928,0,14195
1/10/2023,2023,1,10,21,41922,22774,0,13639
1/10/2023,2023,1,10,22,39695,22526,0,12636
1/10/2023,2023,1,10,23,37461,15121,0,11791
1/10/2024,2024,1,10,0,51556,23210,0,17139
1/10/2024,2024,1,10,1,51187,23786,0,16659
1/10/2024,2024,1,10,2,51207,24378,0,16322
1/10/2024,2024,1,10,3,51863,24615,0,16791
1/10/2024,2024,1,10,4,53167,24992,0,17541
1/10/2024,2024,1,10,5,55924,25317,0,19139
1/10/2024,2024,1,10,6,59902,25572,0,21722
1/10/2024,2024,1,10,7,60977,25623,159,22346
1/10/2024,2024,1,10,8,58906,24247,4306,19579
1/10/2024,2024,1,10,9,55692,21210,9749,16005
1/10/2024,2024,1,10,10,52848,19931,11328,14283
1/10/2024,2024,1,10,11,50462,20337,10769,13226
1/10/2024,2024,1,10,12,48439,20014,9354,13027
1/10/2024,2024,1,10,13,46805,18503,9171,13006
1/10/2024,2024,1,10,14,45627,16713,9393,13430
1/10/2024,2024,1,10,15,44979,14770,9244,14158
1/10/2024,2024,1,10,16,44686,12493,7429,15538
1/10/2024,2024,1,10,17,46154,10101,1586,20305
1/10/2024,2024,1,10,18,48360,9772,16,23675
1/10/2024,2024,1,10,19,48649,10411,0,24199
1/10/2024,2024,1,10,20,48496,12140,0,23362
1/10/2024,2024,1,10,21,47683,13902,0,21608
1/10/2024,2024,1,10,22,45975,14615,0,19958
1/10/2024,2024,1,10,23,52045,20476,0,18684
1/11/2021,2021,1,11,0,47198,7248,0,25852
1/11/2021,2021,1,11,1,46253,7027,0,25718
1/11/2021,2021,1,11,2,45793,6162,0,26494
1/11/2021,2021,1,11,3,45635,5084,0,26984
1/11/2021,2021,1,11,4,46458,4598,0,27707
1/11/2021,2021,1,11,5,48026,4673,0,28538
1/11/2021,2021,1,11,6,50944,4888,0,30136
1/11/2021,2021,1,11,7,54348,4417,0,31246
1/11/2021,2021,1,11,8,55681,4661,29,31543
1/11/2021,2021,1,11,9,55482,4687,947,30821
1/11/2021,2021,1,11,10,54387,4846,1789,29916
1/11/2021,2021,1,11,11,53255,4541,2210,29348
1/11/2021,2021,1,11,12,51583,3891,2201,28777
1/11/2021,2021,1,11,13,49896,3358,2308,27797
1/11/2021,2021,1,11,14,48476,3143,2354,26865
1/11/2021,2021,1,11,15,47173,2706,2235,26992
1/11/2021,2021,1,11,16,46948,2141,1832,27976
1/11/2021,2021,1,11,17,47943,1935,759,29099
1/11/2021,2021,1,11,18,51361,2155,2,30374
1/11/2021,2021,1,11,19,52574,2475,0,30306
1/11/2021,2021,1,11,20,52570,2672,0,30384
1/11/2021,2021,1,11,21,52130,2908,0,29852
1/11/2021,2021,1,11,22,50934,3273,0,29053
1/11/2021,2021,1,11,23,48882,3239,0,28113
1/11/2022,2022,1,11,0,42581,7503,0,20970
1/11/2022,2022,1,11,1,42458,9077,0,20352
1/11/2022,2022,1,11,2,42623,9915,0,20045
1/11/2022,2022,1,11,3,43287,10436,0,20264
1/11/2022,2022,1,11,4,44410,10034,0,20911
1/11/2022,2022,1,11,5,47285,9855,0,22890
1/11/2022,2022,1,11,6,51245,10226,0,24760
1/11/2022,2022,1,11,7,53119,10714,43,25650
1/11/2022,2022,1,11,8,52286,10034,980,25265
1/11/2022,2022,1,11,9,50442,8532,3043,24214
1/11/2022,2022,1,11,10,48648,8687,3868,22959
1/11/2022,2022,1,11,11,47395,10233,4813,21304
1/11/2022,2022,1,11,12,46193,10273,4971,20148
1/11/2022,2022,1,11,13,45223,10907,4951,18970
1/11/2022,2022,1,11,14,44489,11422,5367,18165
1/11/2022,2022,1,11,15,44429,10577,5105,18759
1/11/2022,2022,1,11,16,45229,8841,3166,21222
1/11/2022,2022,1,11,17,46879,7280,666,23845
1/11/2022,2022,1,11,18,48354,8869,2,24224
1/11/2022,2022,1,11,19,48181,11670,0,22823
1/11/2022,2022,1,11,20,47689,13781,0,21647
1/11/2022,2022,1,11,21,46239,14256,0,20908
1/11/2022,2022,1,11,22,43871,14165,0,20041
1/11/2022,2022,1,11,23,43626,6916,0,18383
1/11/2023,2023,1,11,0,35643,21499,0,11291
1/11/2023,2023,1,11,1,34726,20888,0,11036
1/11/2023,2023,1,11,2,34222,20161,0,11062
1/11/2023,2023,1,11,3,34079,19733,0,11232
1/11/2023,2023,1,11,4,34675,19540,0,11596
1/11/2023,2023,1,11,5,36392,19586,0,12200
1/11/2023,2023,1,11,6,39816,19747,0,13869
1/11/2023,2023,1,11,7,41500,20134,51,15221
1/11/2023,2023,1,11,8,41927,21255,2294,13841
1/11/2023,2023,1,11,9,42234,19585,5333,13096
1/11/2023,2023,1,11,10,42712,17766,5732,13284
1/11/2023,2023,1,11,11,43436,19069,6323,12910
1/11/2023,2023,1,11,12,44818,21372,6662,12321
1/11/2023,2023,1,11,13,45491,22641,5452,12536
1/11/2023,2023,1,11,14,45935,22480,4764,12981
1/11/2023,2023,1,11,15,46367,22538,4450,13070
1/11/2023,2023,1,11,16,46816,23688,3027,13299
1/11/2023,2023,1,11,17,46987,24881,585,13797
1/11/2023,2023,1,11,18,47672,25460,0,13951
1/11/2023,2023,1,11,19,47119,26000,0,13481
1/11/2023,2023,1,11,20,45996,26073,0,12898
1/11/2023,2023,1,11,21,44286,25461,0,12502
1/11/2023,2023,1,11,22,41835,25342,0,11134
1/11/2023,2023,1,11,23,37413,21946,0,10196
1/11/2024,2024,1,11,0,42733,15504,0,17383
1/11/2024,2024,1,11,1,42484,16428,0,16332
1/11/2024,2024,1,11,2,42719,17448,0,15659
1/11/2024,2024,1,11,3,43614,18481,0,15593
1/11/2024,2024,1,11,4,44634,18486,0,16175
1/11/2024,2024,1,11,5,47408,19709,0,17284
1/11/2024,2024,1,11,6,51325,20151,0,19678
1/11/2024,2024,1,11,7,52739,21428,89,19805
1/11/2024,2024,1,11,8,51692,21593,3253,17245
1/11/2024,2024,1,11,9,49927,18383,8176,15291
1/11/2024,2024,1,11,10,48131,16619,10666,14154
1/11/2024,2024,1,11,11,46613,17890,8890,13663
1/11/2024,2024,1,11,12,45367,19177,6307,13583
1/11/2024,2024,1,11,13,44990,20389,4937,13540
1/11/2024,2024,1,11,14,44939,20537,4526,13595
1/11/2024,2024,1,11,15,44884,20992,3869,13681
1/11/2024,2024,1,11,16,45527,21520,3241,14045
1/11/2024,2024,1,11,17,46767,22536,1017,15163
1/11/2024,2024,1,11,18,48125,21643,146,17182
1/11/2024,2024,1,11,19,47831,22799,145,16241
1/11/2024,2024,1,11,20,47188,24953,146,14755
1/11/2024,2024,1,11,21,45768,23444,126,14716
1/11/2024,2024,1,11,22,43846,22778,0,14227
1/11/2024,2024,1,11,23,44020,15028,0,14153
1/12/2021,2021,1,12,0,47716,4137,0,27162
1/12/2021,2021,1,12,1,47360,4571,0,26893
1/12/2021,2021,1,12,2,47463,4690,0,27027
1/12/2021,2021,1,12,3,47999,4897,0,27401
1/12/2021,2021,1,12,4,49011,5196,0,28198
1/12/2021,2021,1,12,5,50802,5615,0,29247
1/12/2021,2021,1,12,6,54208,6611,0,30777
1/12/2021,2021,1,12,7,57848,6803,0,32043
1/12/2021,2021,1,12,8,58423,6064,85,31443
1/12/2021,2021,1,12,9,55714,5659,1997,30036
1/12/2021,2021,1,12,10,52932,3958,3551,29420
1/12/2021,2021,1,12,11,50096,2930,3576,28491
1/12/2021,2021,1,12,12,47993,2556,3527,27172
1/12/2021,2021,1,12,13,46029,2780,3671,25966
1/12/2021,2021,1,12,14,44690,2362,3770,25405
1/12/2021,2021,1,12,15,43815,1858,3897,25174
1/12/2021,2021,1,12,16,43901,1655,3819,26035
1/12/2021,2021,1,12,17,45086,1370,2020,27866
1/12/2021,2021,1,12,18,48365,1944,22,28401
1/12/2021,2021,1,12,19,49268,3760,0,27497
1/12/2021,2021,1,12,20,49328,6223,0,26543
1/12/2021,2021,1,12,21,48911,8316,0,25469
1/12/2021,2021,1,12,22,47519,9828,0,23338
1/12/2021,2021,1,12,23,45557,12190,0,21402
1/12/2022,2022,1,12,0,40485,13786,0,18063
1/12/2022,2022,1,12,1,39892,12965,0,18762
1/12/2022,2022,1,12,2,39591,12343,0,19107
1/12/2022,2022,1,12,3,39939,11457,0,19879
1/12/2022,2022,1,12,4,41039,10226,0,21106
1/12/2022,2022,1,12,5,43519,8858,0,23170
1/12/2022,2022,1,12,6,47062,8092,0,25032
1/12/2022,2022,1,12,7,49037,6881,12,26302
1/12/2022,2022,1,12,8,48660,5986,1904,25910
1/12/2022,2022,1,12,9,47404,3792,5700,24648
1/12/2022,2022,1,12,10,46086,2479,6257,24117
1/12/2022,2022,1,12,11,44536,1983,6260,23624
1/12/2022,2022,1,12,12,43007,2003,6108,23101
1/12/2022,2022,1,12,13,41592,2334,6292,22223
1/12/2022,2022,1,12,14,40602,1843,6485,21874
1/12/2022,2022,1,12,15,40217,1170,6764,22002
1/12/2022,2022,1,12,16,40550,791,5490,23149
1/12/2022,2022,1,12,17,42033,867,1358,24993
1/12/2022,2022,1,12,18,44102,861,0,26842
1/12/2022,2022,1,12,19,44226,1055,0,27179
1/12/2022,2022,1,12,20,43993,1216,0,26966
1/12/2022,2022,1,12,21,43106,1216,0,26422
1/12/2022,2022,1,12,22,41406,1301,0,25727
1/12/2022,2022,1,12,23,41759,14188,0,24470
1/12/2023,2023,1,12,0,37453,23637,0,9633
1/12/2023,2023,1,12,1,36212,22608,0,9405
1/12/2023,2023,1,12,2,35568,22468,0,9299
1/12/2023,2023,1,12,3,35502,22162,0,9471
1/12/2023,2023,1,12,4,36164,22055,0,9758
1/12/2023,2023,1,12,5,38227,23432,0,10061
1/12/2023,2023,1,12,6,41718,24204,0,11628
1/12/2023,2023,1,12,7,43456,24721,102,12447
1/12/2023,2023,1,12,8,43720,23839,2159,12060
1/12/2023,2023,1,12,9,43861,23774,4120,11561
1/12/2023,2023,1,12,10,43656,24333,4046,11104
1/12/2023,2023,1,12,11,43176,24003,4055,11079
1/12/2023,2023,1,12,12,42735,23151,4310,11404
1/12/2023,2023,1,12,13,42353,22055,4724,12105
1/12/2023,2023,1,12,14,42010,20649,4791,12823
1/12/2023,2023,1,12,15,41913,18447,4954,13684
1/12/2023,2023,1,12,16,42148,16118,4377,14517
1/12/2023,2023,1,12,17,43527,12689,1479,17893
1/12/2023,2023,1,12,18,45527,9992,2,21425
1/12/2023,2023,1,12,19,45745,9171,0,22204
1/12/2023,2023,1,12,20,45561,7997,0,22647
1/12/2023,2023,1,12,21,44733,7392,0,22698
1/12/2023,2023,1,12,22,42926,6863,0,22247
1/12/2023,2023,1,12,23,39376,24621,0,21328
1/12/2024,2024,1,12,0,39690,19857,0,13966
1/12/2024,2024,1,12,1,38806,19190,0,13869
1/12/2024,2024,1,12,2,38244,18463,0,13886
1/12/2024,2024,1,12,3,39122,19356,0,13938
1/12/2024,2024,1,12,4,41201,21172,0,14114
1/12/2024,2024,1,12,5,44835,24425,0,14457
1/12/2024,2024,1,12,6,49246,24102,0,16697
1/12/2024,2024,1,12,7,52188,21950,122,19536
1/12/2024,2024,1,12,8,53434,20187,3978,19174
1/12/2024,2024,1,12,9,53258,18998,9973,16717
1/12/2024,2024,1,12,10,53014,19854,11440,15393
1/12/2024,2024,1,12,11,52139,20491,10934,14810
1/12/2024,2024,1,12,12,51162,20534,9986,14800
1/12/2024,2024,1,12,13,50068,20712,8416,15100
1/12/2024,2024,1,12,14,49078,20001,7940,15345
1/12/2024,2024,1,12,15,48545,18823,7568,16080
1/12/2024,2024,1,12,16,48690,15922,6698,17407
1/12/2024,2024,1,12,17,50375,9401,1753,23405
1/12/2024,2024,1,12,18,53326,5334,2,28789
1/12/2024,2024,1,12,19,54225,4769,0,29473
1/12/2024,2024,1,12,20,54688,5947,0,28889
1/12/2024,2024,1,12,21,54583,6676,0,28472
1/12/2024,2024,1,12,22,53996,8348,0,27742
1/12/2024,2024,1,12,23,41629,20982,0,26103
1/13/2021,2021,1,13,0,44411,13472,0,19986
1/13/2021,2021,1,13,1,44044,14630,0,19835
1/13/2021,2021,1,13,2,44264,14793,0,20323
1/13/2021,2021,1,13,3,44937,14481,0,21541
1/13/2021,2021,1,13,4,46130,13928,0,23351
1/13/2021,2021,1,13,5,48414,13410,0,24919
1/13/2021,2021,1,13,6,51892,13617,0,25915
1/13/2021,2021,1,13,7,55725,14385,0,26917
1/13/2021,2021,1,13,8,56056,13884,108,25966
1/13/2021,2021,1,13,9,53315,12870,2804,24202
1/13/2021,2021,1,13,10,49964,10272,4049,23769
1/13/2021,2021,1,13,11,46991,8398,3951,23219
1/13/2021,2021,1,13,12,44311,7751,3943,22075
1/13/2021,2021,1,13,13,42166,8592,3754,20296
1/13/2021,2021,1,13,14,40365,9125,4106,18773
1/13/2021,2021,1,13,15,39397,10333,4132,18047
1/13/2021,2021,1,13,16,39158,10926,4017,18630
1/13/2021,2021,1,13,17,39574,10713,2056,21361
1/13/2021,2021,1,13,18,42589,12140,27,21599
1/13/2021,2021,1,13,19,44264,15115,0,20671
1/13/2021,2021,1,13,20,44604,17378,0,20655
1/13/2021,2021,1,13,21,44434,18504,0,20091
1/13/2021,2021,1,13,22,43067,18976,0,17933
1/13/2021,2021,1,13,23,41408,19452,0,16534
1/13/2022,2022,1,13,0,39046,2369,0,23213
1/13/2022,2022,1,13,1,38728,2951,0,22814
1/13/2022,2022,1,13,2,39028,2947,0,23188
1/13/2022,2022,1,13,3,39680,3049,0,23640
1/13/2022,2022,1,13,4,41067,3455,0,24072
1/13/2022,2022,1,13,5,43788,4569,0,25822
1/13/2022,2022,1,13,6,47699,5236,0,27013
1/13/2022,2022,1,13,7,49590,5275,57,27819
1/13/2022,2022,1,13,8,48318,4807,2591,26223
1/13/2022,2022,1,13,9,45834,2641,6598,24315
1/13/2022,2022,1,13,10,43643,703,7001,23988
1/13/2022,2022,1,13,11,41887,401,6715,23469
1/13/2022,2022,1,13,12,40696,366,6473,23029
1/13/2022,2022,1,13,13,40133,314,6533,22770
1/13/2022,2022,1,13,14,39811,457,6739,22366
1/13/2022,2022,1,13,15,39786,389,6880,22203
1/13/2022,2022,1,13,16,40044,309,5681,22803
1/13/2022,2022,1,13,17,40643,439,1444,24904
1/13/2022,2022,1,13,18,42034,790,3,25495
1/13/2022,2022,1,13,19,41815,1266,0,25270
1/13/2022,2022,1,13,20,41231,2228,0,24549
1/13/2022,2022,1,13,21,40274,3949,0,23225
1/13/2022,2022,1,13,22,38613,6255,0,21055
1/13/2022,2022,1,13,23,39885,1815,0,19048
1/13/2023,2023,1,13,0,40453,6539,0,20791
1/13/2023,2023,1,13,1,40100,6226,0,20831
1/13/2023,2023,1,13,2,40188,6092,0,21089
1/13/2023,2023,1,13,3,40630,6030,0,21147
1/13/2023,2023,1,13,4,42012,6316,0,21385
1/13/2023,2023,1,13,5,44820,6466,0,22542
1/13/2023,2023,1,13,6,49023,6938,0,23887
1/13/2023,2023,1,13,7,51419,7412,146,24646
1/13/2023,2023,1,13,8,50504,6314,3899,23378
1/13/2023,2023,1,13,9,48480,3992,9084,21065
1/13/2023,2023,1,13,10,46514,3831,9556,20529
1/13/2023,2023,1,13,11,44473,4306,9127,19389
1/13/2023,2023,1,13,12,42857,4004,8893,18648
1/13/2023,2023,1,13,13,42029,3756,9100,18116
1/13/2023,2023,1,13,14,41213,3786,9468,17733
1/13/2023,2023,1,13,15,40840,3710,9645,17329
1/13/2023,2023,1,13,16,40985,4088,7500,18007
1/13/2023,2023,1,13,17,42335,4803,1679,20838
1/13/2023,2023,1,13,18,44140,7642,3,21106
1/13/2023,2023,1,13,19,44487,11466,0,18912
1/13/2023,2023,1,13,20,44888,14666,0,17630
1/13/2023,2023,1,13,21,44976,17183,0,16472
1/13/2023,2023,1,13,22,44435,19243,0,15469
1/13/2023,2023,1,13,23,41355,6703,0,14546
1/13/2024,2024,1,13,0,51815,13774,0,24700
1/13/2024,2024,1,13,1,51717,16133,0,23674
1/13/2024,2024,1,13,2,51949,18388,0,22296
1/13/2024,2024,1,13,3,51922,18760,0,21947
1/13/2024,2024,1,13,4,52714,19136,0,22286
1/13/2024,2024,1,13,5,54020,20265,0,22495
1/13/2024,2024,1,13,6,55836,21614,0,22945
1/13/2024,2024,1,13,7,57437,22779,205,23645
1/13/2024,2024,1,13,8,57267,23144,3537,21253
1/13/2024,2024,1,13,9,54947,19983,6867,19443
1/13/2024,2024,1,13,10,52161,18092,6465,18846
1/13/2024,2024,1,13,11,49434,16989,4898,18568
1/13/2024,2024,1,13,12,47098,15583,3865,18470
1/13/2024,2024,1,13,13,45437,13562,3686,18677
1/13/2024,2024,1,13,14,44707,12813,3251,18890
1/13/2024,2024,1,13,15,44399,12727,2760,19099
1/13/2024,2024,1,13,16,45506,13651,2404,19483
1/13/2024,2024,1,13,17,48361,17143,620,19963
1/13/2024,2024,1,13,18,51838,20833,3,20565
1/13/2024,2024,1,13,19,53180,21894,0,20836
1/13/2024,2024,1,13,20,54016,22198,0,21421
1/13/2024,2024,1,13,21,54203,21216,0,22246
1/13/2024,2024,1,13,22,54138,20577,0,22967
1/13/2024,2024,1,13,23,53163,11413,0,23581
1/14/2021,2021,1,14,0,40269,19839,0,15975
1/14/2021,2021,1,14,1,39834,19571,0,16031
1/14/2021,2021,1,14,2,39626,19962,0,15644
1/14/2021,2021,1,14,3,40069,20576,0,15984
1/14/2021,2021,1,14,4,40817,20233,0,17133
1/14/2021,2021,1,14,5,42698,20235,0,18307
1/14/2021,2021,1,14,6,45952,21128,0,20431
1/14/2021,2021,1,14,7,49624,21927,0,20784
1/14/2021,2021,1,14,8,49979,22390,91,19704
1/14/2021,2021,1,14,9,48061,20370,967,19339
1/14/2021,2021,1,14,10,45636,18769,1057,18059
1/14/2021,2021,1,14,11,43562,18859,1173,16576
1/14/2021,2021,1,14,12,41803,19398,1240,15358
1/14/2021,2021,1,14,13,40554,19580,1233,14726
1/14/2021,2021,1,14,14,39575,18682,1432,14355
1/14/2021,2021,1,14,15,38847,17196,1944,14593
1/14/2021,2021,1,14,16,38610,14886,2325,16135
1/14/2021,2021,1,14,17,39012,11346,1762,20276
1/14/2021,2021,1,14,18,41478,8693,92,22196
1/14/2021,2021,1,14,19,42536,9611,0,22186
1/14/2021,2021,1,14,20,42803,10072,0,21981
1/14/2021,2021,1,14,21,42399,10579,0,21388
1/14/2021,2021,1,14,22,41297,11300,0,19981
1/14/2021,2021,1,14,23,39849,11883,0,18678
1/14/2022,2022,1,14,0,36052,10211,0,17154
1/14/2022,2022,1,14,1,35909,12686,0,15800
1/14/2022,2022,1,14,2,36158,13737,0,15254
1/14/2022,2022,1,14,3,36835,13831,0,15435
1/14/2022,2022,1,14,4,38152,14838,0,15776
1/14/2022,2022,1,14,5,40921,16266,0,16756
1/14/2022,2022,1,14,6,44850,17084,0,18541
1/14/2022,2022,1,14,7,47132,18318,47,19236
